,anchor_left_distance_xl,anchor_right_distance_xl,anchor_left_distance_mn,anchor_right_distance_mn,anchor_left_distance_resnet,anchor_right_distance_resnet
3897,1.309172,1.7100742,1.3907466,1.3188727,1.0481347,1.4910345
3898,0.791965,1.4530768,1.0093172,1.2674096,0.572048,1.1510525
3899,1.4494267,1.0025194,1.4178143,1.1393228,1.4823318,0.9931508
3900,1.0799565,1.7090099,1.0124773,1.5658009,1.2239367,1.6855515
3901,1.6404512,1.3228971,1.6485034,1.5555387,1.4085649,1.06881
3902,1.2013955,0.9168503,1.4716038,0.98678017,1.3749404,1.0273517
3903,1.6238394,1.5991626,1.7483182,1.5630507,1.706603,1.5023372
3904,0.86208874,1.2336885,1.050889,1.3562437,0.849884,1.2706919
3905,0.9219606,1.5743015,1.1469735,1.5737116,0.90588176,1.5250876
3906,1.264133,1.2145319,1.2569691,1.3857815,1.1153613,1.3239399
3907,1.0710697,1.5133631,1.2506104,1.7339383,1.1709297,1.4181745
3908,1.2449745,0.81563693,1.6615392,0.85967803,1.1350287,0.9537627
3909,1.6779213,1.4355848,1.5350394,1.5212225,1.7128171,1.6834534
3910,1.6722367,1.2849036,1.5821409,1.5067996,1.7402253,1.2196801
3911,1.2148412,1.1425797,1.3088691,1.1466978,1.2996755,1.2639047
3912,0.94861686,1.477996,1.1262889,1.4124156,0.90680385,1.4025978
3913,1.7395248,1.3995454,1.7507241,1.2030573,1.6765921,1.5032347
3914,1.6923298,1.1603036,1.7729956,1.218751,1.623516,1.0181592
3915,1.126551,1.560457,1.3053885,1.665356,0.9029153,1.3483744
3916,1.4166478,1.2501144,1.5408053,1.1578099,1.2199535,1.2517086
3917,1.7928135,0.84628814,1.556868,1.0852656,1.778034,0.85585564
3918,1.0520176,1.6908197,1.041243,1.8373055,0.95377964,1.6179949
3919,1.2082822,1.7389866,1.3385197,1.7427385,0.9499279,1.6424853
3920,0.9872562,1.6812261,1.2910168,1.7495077,1.2419639,1.7338268
3921,1.266487,0.84859574,1.321841,0.9712101,1.0115446,0.92443883
3922,1.3374321,1.8361081,1.4056289,1.5931605,1.4524926,1.7682501
3923,1.1071744,1.8611767,1.1408576,1.7779186,0.72879434,1.8528677
3924,1.6621984,1.1552411,1.7060667,0.60052687,1.5041363,0.97732735
3925,1.7604442,1.7612864,1.5930135,1.5031557,1.7740088,1.7484387
3926,1.8613906,0.56242627,1.6918354,0.9870793,1.8546959,0.98728627
3927,0.998171,1.6333892,0.971524,1.7528996,0.8666414,1.3807411
3928,1.856452,0.992544,1.8708758,1.020406,1.8956457,0.734347
3929,1.6049455,1.7346687,1.5604383,1.7402468,1.7160611,1.7719359
3930,1.2839088,1.5499661,1.4981892,1.4075221,1.3594489,1.3650335
3931,1.3082055,1.2876832,1.278448,1.3268621,0.99211943,1.393558
3932,1.2081106,1.8768096,1.2335253,1.8669853,1.2139345,1.7986704
3933,1.3206568,1.3819089,1.2726032,1.450889,1.2969733,1.3508074
3934,1.1780322,1.415987,1.1771488,1.312039,1.1400671,1.3681037
3935,1.1555424,1.876336,1.1913805,1.837509,1.241043,1.8551576
3936,1.7999375,1.8201965,1.5880784,1.8167772,1.7842115,1.7368549
3937,0.97823435,1.0161829,1.1294842,1.3776189,0.94658506,0.93572646
3938,1.0667213,1.4745436,1.0836835,1.5870956,1.0939826,1.4012125
3939,1.0683209,1.8023943,1.2550375,1.73031,1.0106378,1.6595058
3940,1.2908201,1.7720224,1.3005844,1.6748388,1.1938709,1.6563038
3941,1.0051253,1.5084096,0.9770026,1.4902856,0.67155457,1.2009631
3942,1.5357916,1.1823832,1.497144,1.1440696,1.3672867,1.0113564
3943,1.6208353,1.14023,1.6130335,1.0740513,1.5181695,0.88654536
3944,1.4623319,1.7966858,1.5450741,1.8759362,1.3816023,1.6874706
3945,1.5648254,1.2400117,1.4491626,1.1702782,1.35769,1.1295153
3946,0.9530359,1.8503525,0.49313247,1.6259207,0.6933453,1.846397
3947,1.3189958,1.2057846,1.5878179,1.1933585,0.88970774,1.2322569
3948,1.5027696,1.5095967,1.6470898,1.3225476,1.334293,1.3293096
3949,0.7734108,1.31469,0.88473964,1.2458586,0.8857233,1.1541352
3950,1.1823832,1.5551234,1.1440696,1.5881388,1.0113564,1.4747477
3951,1.6521058,1.2355458,1.601632,1.1748636,1.5052315,1.058636
3952,1.0500574,1.5511922,1.4529438,1.56836,1.1770118,1.3756416
3953,1.4543562,1.5559548,1.3357903,1.7481537,1.3468633,1.5677226
3954,1.771178,1.1229365,1.8142003,1.0700598,1.4495602,0.97822046
3955,1.7478013,1.3065786,1.7404754,1.2211572,1.5122653,0.9023114
3956,1.069534,1.5941436,0.98909414,1.2768779,1.1706598,1.5297076
3957,1.2412512,1.5204799,1.2870369,1.5470834,1.3534951,1.2827139
3958,0.99366987,1.7314959,1.1409029,1.7091761,1.2122805,1.7164053
3959,1.6566697,1.8202899,1.4042759,1.7032079,1.7950565,1.6777041
3960,1.7239124,1.2164227,1.4745424,1.1870456,1.5423886,1.1855103
3961,1.5744746,1.189023,1.37695,1.3534064,1.4536225,1.5006905
3962,1.2444843,1.3241727,1.4231793,1.3289199,1.258233,1.1761205
3963,0.93058383,1.48945,0.7651231,1.59825,0.552287,1.3623778
3964,1.2501457,1.1017227,1.4223442,1.2441041,1.1048361,1.3026224
3965,1.3858654,1.2570388,1.3723106,1.2317011,1.2865804,1.2379746
3966,1.7186791,1.3741027,1.6463385,1.3087817,1.6340376,1.5743039
3967,1.746067,0.9679533,1.5284674,1.1776166,1.8355683,0.7977737
3968,1.4766854,0.8022237,1.6391153,0.6650942,1.3356361,0.77138776
3969,1.5169953,0.9219606,1.5696294,1.1469735,1.5484772,0.90588176
3970,1.4505094,1.4563813,1.5590892,1.2203861,1.4164522,1.1970947
3971,1.7769622,0.8612401,1.7114519,0.98991084,1.7727715,0.9308201
3972,1.2939765,0.9765362,1.3362644,1.0443313,1.2297834,0.83799255
3973,1.4243658,1.163689,1.4105558,0.9112218,1.2702943,1.0169356
3974,1.0179446,1.5570562,1.0127683,1.6984246,0.93647766,1.2750175
3975,1.4975295,1.6616744,1.3761868,1.6856554,1.5052834,1.601612
3976,0.91627115,1.7398056,0.9560519,1.8653779,0.7429615,1.5204085
3977,0.88141567,0.5694359,1.2997684,1.0754826,0.7860446,0.5835489
3978,1.2257607,1.7591463,1.2679461,1.7748163,0.9475653,1.7444043
3979,1.2609599,1.7423326,1.6281576,1.6420323,1.146801,1.2556326
3980,1.0944878,1.5382048,0.9620644,1.6387538,1.3099995,1.2688062
3981,1.3135599,1.1276851,1.2376276,0.7844995,1.2518432,0.9182591
3982,1.7132571,1.5752926,1.6575739,1.6399214,1.6604888,1.5178497
3983,1.1286298,1.7788312,1.2321905,1.6558814,1.1815805,1.8374941
3984,1.5151794,1.0955276,1.5038899,1.4814526,1.2991604,1.1180687
3985,0.69054365,1.7374315,1.1248949,1.62491,0.6824261,1.7015548
3986,0.8751591,1.5184715,1.5220525,1.4780897,0.79165435,1.4260011
3987,1.1092,1.49612,1.3272035,1.6549046,1.1232755,1.2395034
3988,1.0780048,1.2924896,1.1118565,1.3572943,0.9003782,1.1758876
3989,1.2300072,1.3375934,1.3606927,1.6522721,1.4498374,1.6151385
3990,1.6656564,1.1734186,1.8543537,1.1461208,1.6110903,1.1242034
3991,1.2856346,1.7784274,1.3276426,1.6739098,1.3156171,1.5937983
3992,1.402522,1.5632806,1.3219652,1.6517229,1.2183293,1.4499389
3993,1.1159841,1.6073767,1.0852458,1.4186223,0.7884411,1.4530268
3994,1.5781434,1.1603036,1.6557902,1.218751,1.5657475,1.0181592
3995,1.5990903,1.0758605,1.6360459,1.2400956,1.4682277,1.1768284
3996,1.2046078,1.7351333,1.3334036,1.577389,0.9958918,1.595077
3997,1.6915684,1.6923734,1.724722,1.6474888,1.681422,1.3680007
3998,0.9164795,1.7717184,1.1353556,1.5479171,0.8223999,1.7910362
3999,1.0203798,1.6341507,1.0190858,1.4214859,1.1813695,1.5443983
4000,1.7553451,1.3696043,1.6779585,1.4104713,1.7541046,1.5887548
4001,1.1975013,1.6739407,1.0029299,1.5801033,0.92303944,1.4567392
4002,0.96427906,1.524135,1.1718172,1.4971529,0.7977967,1.533684
4003,1.5426774,1.8161833,1.2388307,1.6176292,1.5116664,1.7474668
4004,0.97165585,1.2798645,1.164891,1.2753143,0.84258455,1.1288964
4005,1.3811488,1.0882723,1.6110702,1.3862381,1.3446826,1.2368717
4006,1.628315,1.1525635,1.6232225,1.1819845,1.6531978,1.0120453
4007,1.2082822,1.4390979,1.3385197,1.7043713,0.9499279,1.693345
4008,1.0397736,1.6389456,1.2562622,1.5610849,0.91291803,1.3583298
4009,1.1285686,1.3268695,0.9229577,1.426816,1.0233778,1.3233826
4010,1.4216708,1.7531627,1.0480582,1.4970627,1.3058134,1.5292952
4011,1.6071383,1.4889774,1.6434617,1.3596877,1.4807457,1.6226938
4012,1.6620133,1.0430284,1.4465617,1.0079952,1.6659034,0.6535165
4013,0.7483266,1.2227279,1.0954555,1.4477043,0.6200187,1.1772205
4014,1.4562888,0.94921094,1.7861077,1.2651012,1.4067947,0.6332724
4015,1.2130488,1.3153913,1.3488386,1.4581181,1.0423616,1.3664706
4016,1.374789,0.9257613,1.2833445,1.1783378,1.4800205,0.86875784
4017,1.4953874,0.9028959,1.6820813,1.0829206,1.5819471,0.8676652
4018,1.4793793,1.7288407,1.378726,1.7593701,1.5447248,1.5605385
4019,1.1798546,1.5158995,1.197886,1.5688194,0.97030306,1.6972473
4020,1.8160955,1.3170581,1.6338736,1.3160018,1.6875976,1.2437006
4021,1.7398801,1.0679861,1.7486011,1.2165263,1.7255434,1.0523295
4022,1.4687145,0.9711206,1.7246863,0.9749147,1.5736763,1.0791153
4023,1.0378976,1.6684914,0.84935105,1.5959548,0.72396934,1.4506756
4024,1.0430284,1.7810231,1.0079952,1.5981102,0.6535165,1.7786003
4025,1.4823052,1.1468722,1.7638285,1.0374614,1.4457862,1.3440887
4026,1.1602623,0.796178,0.9082353,0.9105315,1.0630292,0.60675305
4027,1.3148768,1.4140264,1.2441779,1.3149978,1.2645954,1.1324025
4028,0.956635,1.8613906,1.1582146,1.6918354,1.1751637,1.8546959
4029,1.3332493,1.247254,1.3851771,1.4987556,1.2855512,1.4520372
4030,1.627537,1.5118133,1.5249261,1.2141913,1.6176478,1.3923271
4031,1.4705219,1.2310109,1.6588438,1.171885,1.1818538,1.1009941
4032,1.0304217,1.4496667,1.105208,1.1782926,0.89131355,1.3381376
4033,1.7480328,1.2174592,1.8119199,0.9249307,1.7393965,1.2384484
4034,1.7698057,1.0714386,1.6931522,1.0664355,1.7856004,0.9907766
4035,1.4884589,1.1641518,1.6078368,1.250422,1.4043043,1.3004937
4036,1.141408,1.4899119,1.4255817,1.7412541,1.3999181,1.5130215
4037,1.3659909,1.2576013,1.2953079,1.3644531,1.6191704,0.95143473
4038,1.6576805,1.1362516,1.6114044,1.1221573,1.6145613,0.905776
4039,1.5890867,1.2414893,1.5399351,1.4894818,1.4287906,1.1919181
4040,1.7499241,1.1341102,1.440436,1.2589089,1.4870992,1.1201478
4041,1.6364071,0.8819334,1.6788079,1.1615945,1.7698953,0.6263843
4042,1.2712313,1.7428943,1.2360611,1.7418218,1.1553427,1.6654737
4043,1.2274432,1.3685555,1.1688616,1.3836968,0.9778082,1.146131
4044,1.6818924,0.9215814,1.5645497,1.0356787,1.7084398,1.0713673
4045,1.832016,1.7871753,1.5248711,1.6516051,1.6391541,1.5859411
4046,1.4330344,1.6360891,1.1338453,1.5378712,1.2793605,1.4488351
4047,1.6147114,1.0999299,1.5799203,1.2192595,1.4259138,1.0633723
4048,1.0875796,1.5977104,0.92659193,1.5740528,0.6243524,1.3182545
4049,1.0109782,1.849777,1.0693359,1.6823156,0.89598453,1.8669865
4050,1.2090877,1.7529465,1.2483429,1.5643203,1.0765147,1.5766604
4051,1.6382976,1.2925392,1.6691821,1.254385,1.4258612,1.1976417
4052,1.6274264,1.1431198,1.4478898,1.1237184,1.1834052,1.129001
4053,1.7305552,1.2362722,1.5451641,1.1433643,1.7102704,1.1500001
4054,1.7382715,1.108326,1.731386,1.2253909,1.5687499,1.2370384
4055,1.4059222,1.1934965,1.558018,1.3434409,1.34038,1.2385824
4056,1.3990811,1.3528416,1.0234531,1.5266082,0.9989832,1.4555441
4057,1.6848673,0.8725357,1.4989009,1.1826938,1.68501,0.950768
4058,1.1784472,0.9440479,1.114442,0.94651514,0.77898365,0.7087305
4059,0.75786155,1.2616494,0.8997758,1.222135,0.5774094,0.8618405
4060,0.77379924,1.8089813,0.9769806,1.6243687,0.5521592,1.8133838
4061,1.6961323,1.186898,1.7726007,1.2725791,1.7380823,1.0451756
4062,1.0058881,1.6534265,1.2377999,1.5654302,0.9378145,1.7385067
4063,1.6522105,1.4248111,1.5079718,0.92598695,1.4502559,1.3217099
4064,1.1697184,1.7927656,1.0169322,1.7171003,1.1990036,1.7187974
4065,1.033745,1.2475455,1.0108179,1.3511597,0.8919249,1.2929096
4066,0.9887955,1.7263399,1.0395778,1.761828,0.8872111,1.8126354
4067,1.7195917,1.2117578,1.600413,1.2424239,1.7276418,1.3224008
4068,1.5774834,1.3263047,1.2509985,1.1868496,1.5127293,1.0420625
4069,1.6279261,1.1215513,1.6048465,1.0615678,1.5103962,1.0987928
4070,0.7952633,1.3451306,1.2579563,1.4734823,0.99233466,1.4624982
4071,1.7903062,1.1679307,1.6527317,1.4327956,1.6290971,1.0735565
4072,1.7336056,1.7754588,1.830174,1.7616343,1.6367702,1.658191
4073,1.670735,1.157737,1.6441582,1.1443675,1.6534994,1.322118
4074,1.6440407,1.2193135,1.7196436,1.2555766,1.5699731,1.2448633
4075,1.7011406,1.1510127,1.5408459,1.0879521,1.5383556,1.040812
4076,0.7734108,1.0464545,0.88473964,1.3588529,0.8857233,0.880813
4077,1.1929245,1.5797594,1.179498,1.778353,1.0230074,1.5170128
4078,0.95725507,1.4854947,0.87751544,1.4233085,0.7843766,1.2853063
4079,1.7519469,1.0327535,1.7006522,1.1457646,1.7843949,1.005795
4080,1.3693329,1.4275069,1.3533512,1.5734991,1.4160165,1.5431311
4081,1.6225573,1.0613375,1.7277356,1.1286973,1.6746753,1.0653678
4082,1.4880779,1.2691315,1.4897163,1.2385231,1.2786498,1.1764654
4083,1.0484822,1.2193742,1.2699122,1.389176,1.0116683,1.2599611
4084,1.3198389,1.5032707,1.3780196,1.4514432,1.3942468,1.4548833
4085,1.5982381,1.1348139,1.5137559,1.0058439,1.0756408,0.74137133
4086,1.6030557,1.0992098,1.7180701,1.2897053,1.5984519,1.1030135
4087,1.7823311,1.2712313,1.7703968,1.2360611,1.6923016,1.1553427
4088,0.89092183,1.7590119,1.0807811,1.6598258,0.72118896,1.7614517
4089,1.6509619,1.3228971,1.7085298,1.5555387,1.3038726,1.06881
4090,1.3348047,1.7644217,1.1043673,1.6159065,1.3913178,1.6069899
4091,1.4314656,1.3512878,1.4587415,1.4155003,1.021519,1.5443376
4092,1.6592832,1.152284,1.5328789,0.9542682,1.7951171,1.0559549
4093,1.1886948,1.8082402,1.0878656,1.5933007,0.8357578,1.7870481
4094,0.9882492,1.202264,0.99832314,1.3194276,0.9389032,0.9245627
4095,1.5156059,1.5797594,1.2993518,1.778353,1.4555596,1.5170128
4096,1.1689265,1.7991514,1.1229955,1.3631215,1.0616523,1.7864342
4097,1.2307696,1.0062237,1.4257238,1.266468,1.3848423,0.8338189
4098,1.7319914,1.2876295,1.8297174,1.262744,1.6953311,1.2787688
4099,1.3749095,1.0313818,1.4307997,1.0859393,1.0240939,0.8790943
4100,1.7059932,1.0554844,1.4809588,1.2598892,1.5712007,1.0241802
4101,1.6279674,1.4573188,1.4279375,1.3280172,1.6116132,1.5676961
4102,1.0789639,1.8587492,1.1844974,1.875116,0.9840484,1.7484645
4103,0.7788441,1.837182,1.0371234,1.7196654,0.6452409,1.812975
4104,1.297327,1.8227656,1.3269647,1.8022056,1.2750467,1.7956166
4105,1.337581,1.4877651,0.99224323,1.3963351,1.6063071,1.6130682
4106,1.3481432,1.6177336,1.4774842,1.5831048,1.5694022,1.5509056
4107,1.5452532,1.5621085,1.440562,1.5665958,1.3076309,1.6276019
4108,1.3871882,0.7673459,1.1090252,1.0084223,1.196495,0.6887481
4109,1.6207806,1.1710194,1.7354476,1.307824,1.688992,1.0372432
4110,1.6242896,1.2937686,1.5557115,1.1544173,1.4820099,0.9491739
4111,1.0339975,1.6356609,1.0473121,1.5602293,0.99223727,1.5782756
4112,1.5864506,1.7240027,1.6739016,1.7693231,1.7135974,1.6659162
4113,1.0881572,1.193442,1.412281,1.231475,0.8455067,0.9459857
4114,1.4078943,1.6490526,1.3827902,1.6196816,1.3614466,1.5977842
4115,1.2606008,1.1443307,1.2248217,1.1993129,1.1107461,0.99673307
4116,1.2454615,1.4814593,1.0928439,1.6268657,1.4748765,1.2211208
4117,1.752428,1.0036657,1.7322409,1.2088159,1.7415798,1.3031441
4118,1.1641624,1.5980136,1.1430603,1.6304686,0.9611597,1.6314883
4119,0.87324214,1.4080968,1.0807234,1.4775999,0.7173085,1.3792756
4120,1.798079,1.8221228,1.6181011,1.5849454,1.6023904,1.6959808
4121,0.9954167,1.3224931,0.94418824,1.2577231,1.0687845,1.269922
4122,1.640696,1.4898009,1.6622604,1.472737,1.5126371,1.6818681
4123,1.6996784,0.85485077,1.7109692,1.0875355,1.6008573,0.6038126
4124,1.0976405,1.7538059,1.2826396,1.6720499,1.0868127,1.6686938
4125,1.593935,0.8650818,1.5291665,1.0416791,1.7511218,0.72195077
4126,1.2878442,1.5671779,1.1040237,1.4316366,1.1791127,1.382303
4127,1.6660699,1.5116886,1.545863,1.2821691,1.8039005,1.1774387
4128,1.5808538,1.1101123,1.5821308,1.1862752,1.5328661,1.1205277
4129,0.9832478,1.6733646,0.92192996,1.165976,0.7772112,1.3007419
4130,0.8657212,1.3789647,0.7819673,1.2838683,1.0569489,1.323712
4131,1.180238,1.6033539,1.2081758,1.4947668,1.0791765,1.5491598
4132,1.6573299,1.1720988,1.6284486,1.2610445,1.53162,1.1386526
4133,1.6086907,1.2586845,1.3048737,1.1616524,1.6183728,1.2188818
4134,1.6874231,1.0875796,1.6271168,0.92659193,1.8440304,0.6243524
4135,1.3246001,1.1895303,1.4880942,1.1789464,1.0681422,1.2288854
4136,1.6368214,1.6516132,1.2859205,1.466749,1.5367379,1.7262756
4137,1.3512878,1.2433017,1.4155003,1.4282734,1.5443376,0.9640809
4138,1.4575657,1.5484838,1.4533533,1.2270318,1.6697693,1.5505545
4139,1.2619328,1.2179952,1.4046069,1.3025364,1.4335097,1.2713948
4140,1.5561879,1.7653139,1.4822807,1.6746048,1.6594882,1.5403078
4141,1.1369748,1.3629581,1.2988117,1.6606979,1.225319,1.5826384
4142,0.96379083,1.4515066,0.8032212,1.474622,0.6909438,1.2552423
4143,1.1893463,1.5447553,1.2165675,1.7150753,1.1175499,1.4938132
4144,1.3814998,1.1365905,1.1302512,1.4493641,1.3674741,1.3792473
4145,1.0470963,1.3604171,1.2185583,1.3499339,0.851198,1.2514712
4146,0.7908623,1.7405677,0.9856693,1.7561985,0.68669033,1.6509435
4147,1.2066348,1.5689862,1.0343715,1.5131576,1.4142104,1.4254405
4148,1.5996054,1.0590947,1.643749,1.0239716,1.3792987,1.118365
4149,1.2810755,1.4683737,1.0986066,1.373296,1.2628021,1.5480828
4150,1.5814635,1.2894157,1.4125758,1.4874668,1.4230034,1.2210784
4151,0.892684,1.2250521,1.0878263,1.4250506,0.83155155,1.0764718
4152,0.92275256,1.8192748,1.3035691,1.8327113,0.7050624,1.8449535
4153,0.8657212,1.2954347,0.7819673,1.3302114,1.0569489,0.9089509
4154,1.0075713,1.5090034,1.3292106,1.4325956,0.9892075,1.5225922
4155,1.7202325,1.0346633,1.7513096,1.1296117,1.7015098,1.1606053
4156,1.3125427,1.0058521,1.35519,1.159086,0.9872503,0.9661439
4157,0.80359554,1.5357437,1.171001,1.5338647,1.0066484,1.5429387
4158,1.2815889,1.5484487,1.347044,1.7016886,1.2486033,1.4069871
4159,1.6112521,1.1079218,1.8260939,1.2236972,1.5416272,1.0256275
4160,1.4516876,1.1804593,1.4743645,1.100459,1.2316515,1.0957401
4161,1.1645236,1.6292726,1.1684443,1.6199872,1.1109694,1.4022084
4162,1.2304025,1.6453704,1.2377661,1.538181,1.1346012,1.6576917
4163,1.8502659,1.2766182,1.6854618,1.2820148,1.7836841,1.0744147
4164,1.2360704,1.7383921,1.2907064,1.5860431,1.1860511,1.6539185
4165,1.5049614,1.3021156,1.5974128,1.279556,1.5392164,1.1217766
4166,1.8070194,1.7130604,1.6859118,1.7894446,1.6520805,1.7682623
4167,1.4462422,1.180238,1.7148851,1.2081758,1.4104049,1.0791765
4168,1.50268,1.3267003,1.3729509,1.4219856,1.6742795,1.0620501
4169,1.7140036,1.1570284,1.64011,1.1315444,1.7506952,0.9165559
4170,1.0552615,1.5664678,0.9867451,1.6784014,0.85300225,1.2461467
4171,1.2597933,1.6529615,1.5741351,1.2595894,1.2793154,1.3969965
4172,1.0183976,1.6386266,1.0565647,1.6361979,1.1224829,1.6471164
4173,0.8520178,1.7488288,1.0233283,1.6907957,0.5198299,1.7305989
4174,1.1314738,1.4629569,1.0816866,1.709203,1.1719854,1.5743327
4175,1.7687414,1.2174592,1.857581,0.9249307,1.7179939,1.2384484
4176,1.822453,0.9134084,1.6295884,1.0854458,1.8334224,0.66426265
4177,1.0879183,1.7489848,1.0971314,1.7711763,0.89038813,1.6612014
4178,1.172892,1.5763792,1.070125,1.5319053,0.8319452,1.2427468
4179,1.1883912,1.7004663,1.0725044,1.8587434,1.182391,1.6736001
4180,1.3528244,1.5731902,1.3267949,1.531219,1.5306755,1.5830216
4181,1.3285058,1.4702454,1.4677448,1.2572904,1.2841457,1.594086
4182,1.391222,1.7103451,1.4166807,1.6698382,1.0473459,1.652402
4183,1.4449793,1.7725435,1.3258464,1.6608232,1.4379749,1.7644471
4184,1.7801054,1.604869,1.8247205,1.5603851,1.7273107,1.4602836
4185,0.926462,1.3859627,1.150315,1.5049115,1.2425967,1.6411926
4186,1.425346,1.5366443,1.3471562,1.4981661,1.3712108,0.86183685
4187,1.5806578,1.494957,1.7798536,1.679065,1.4287016,1.5958682
4188,1.2714258,1.7818923,1.2365904,1.7523024,1.2012199,1.7691097
4189,1.5554231,0.9983136,1.6922889,1.1047176,1.1643864,0.8050889
4190,1.2913996,1.3390592,1.3438002,1.4003392,1.4214526,1.1944314
4191,0.98892623,1.3802191,0.890338,1.1496258,0.72670436,0.9518774
4192,1.7191073,0.84187895,1.4681188,0.8999049,1.6772857,0.5560109
4193,1.2236557,1.6670723,1.1579176,1.6939961,1.1366466,1.6792732
4194,1.048992,1.3558992,0.9689958,1.270018,0.8799784,0.94185424
4195,1.6366849,1.3238541,1.6111702,1.3162496,1.7971417,1.308491
4196,1.6341013,1.6345203,1.7820265,1.7645862,1.6249061,1.5246999
4197,1.7820941,1.5709994,1.7445104,1.4207265,1.6335557,1.4002397
4198,1.520844,1.4755263,1.5105124,1.5925704,1.4746673,1.5227386
4199,1.3533714,1.5854378,1.4758902,1.3536595,1.5599245,1.2763777
4200,1.5403187,0.99715626,1.3633486,1.044899,1.4230181,0.98130697
4201,1.4132308,1.7333543,1.3083798,1.7115042,1.5810704,1.6386976
4202,1.156636,1.6635554,0.8406963,1.7033306,0.81596994,1.4151591
4203,1.378642,1.158426,1.4421482,1.1403712,1.2141562,0.98543686
4204,1.1858664,1.7258289,1.1688048,1.6251012,0.8954789,1.7970031
4205,1.8513374,1.0187927,1.6924616,1.0038873,1.8735474,0.9520747
4206,1.5206975,1.4526057,1.4303863,1.5570782,1.346422,1.4271421
4207,1.0785412,1.2466571,1.2186254,0.9356385,1.2026217,1.2695409
4208,0.9668429,1.6828771,1.0249821,1.691714,1.0223367,1.7702999
4209,1.6680373,1.4514469,1.6258041,1.3997415,1.8699166,1.4544421
4210,1.7496662,1.1998659,1.8544598,0.9630652,1.7240145,1.2198756
4211,1.0531498,1.6455172,0.8325119,1.6289496,1.1756005,1.6180093
4212,1.7521284,1.383136,1.6314273,1.4566307,1.7589991,1.3771067
4213,1.2582546,0.7248317,1.2912182,1.0705935,1.4938874,0.74789906
4214,0.89409196,1.5052098,1.086418,1.4148457,0.91459644,1.5314904
4215,0.97252095,1.3604865,1.0850576,1.4540858,0.76900345,1.2923294
4216,1.062525,1.564479,1.2278242,1.4099138,1.0203032,1.5663968
4217,1.7663097,0.98297095,1.6339881,0.92966723,1.5551932,1.0332307
4218,1.4559644,1.3855112,1.3637952,1.6168829,1.5310128,1.4646668
4219,1.266693,1.7398782,1.0969372,1.6274387,1.2050885,1.618814
4220,1.3468643,1.0274602,1.3295932,1.122342,1.0845159,1.0901196
4221,1.1394775,1.3784772,1.2870536,1.4452518,0.83696985,1.2457035
4222,1.3533714,1.5570562,1.4758902,1.6984246,1.5599245,1.2750175
4223,1.150332,1.447336,1.0806136,1.275682,1.2465657,1.3288255
4224,0.8322873,1.3432949,0.90584797,1.1880329,0.51725346,1.1188148
4225,1.5684292,1.0601788,1.4865606,1.126711,1.3358647,1.2089057
4226,1.661925,1.0119787,1.7090478,1.1396171,1.7591738,0.96595556
4227,1.2550042,1.4683737,1.1395836,1.373296,1.2693869,1.5480828
4228,0.6629233,1.3350995,1.11892,1.3745394,0.33902436,1.0023266
4229,1.8272305,1.5342354,1.7916023,1.6566572,1.8077598,1.5617465
4230,1.7587823,1.4364108,1.4258046,1.5739033,1.7293136,1.4514692
4231,0.67182875,1.7479285,1.3666818,1.4072373,0.9193112,1.6438324
4232,1.1791912,1.5725434,1.2275774,1.6188513,1.2514017,1.6009148
4233,1.0548449,1.17573,1.2314045,1.1190143,1.0835073,0.95165247
4234,1.8655037,1.2576431,1.6825516,1.096031,1.6437435,1.2602797
4235,1.5423994,0.8417129,1.4506899,1.1528816,1.4104564,0.7954187
4236,1.6805164,0.9052248,1.8136257,0.8603819,1.6662338,1.0476784
4237,1.4986604,0.99769235,1.6174587,0.3185958,1.5826823,1.0093004
4238,1.1761935,0.9192097,1.1901009,1.0109131,0.9534385,0.8085005
4239,1.6853794,1.1412765,1.305439,1.5749012,1.7390537,1.0105827
4240,1.0191762,0.98892623,1.0723933,0.890338,0.86505014,0.72670436
4241,0.8407423,1.6160395,1.0616951,1.6795448,0.7199021,1.7613275
4242,1.1712104,1.0732855,1.2725888,1.1194286,0.91535324,0.69085926
4243,1.2358392,1.4552667,1.4081627,1.1339713,1.2190442,1.2397265
4244,1.6523831,1.1984649,1.4991955,1.289335,1.4527609,1.4240466
4245,0.86535966,1.2340183,0.42471403,1.2344923,0.54018104,0.976836
4246,0.7859782,1.098122,1.0091594,1.548857,0.70499855,1.0062736
4247,1.5916731,1.0299754,1.7084794,1.1509521,1.6202475,1.1202029
4248,1.7638632,0.91862035,1.7367543,0.9827552,1.7122929,0.8748983
4249,1.7234869,0.89391613,1.4162563,0.9642683,1.5195322,1.0270295
4250,1.2264357,1.7221822,1.1602275,1.5218964,1.2945513,1.5253174
4251,1.444147,1.7553451,1.7826743,1.6779585,1.3249619,1.7541046
4252,1.5686328,1.079167,1.521439,1.2700112,1.374687,1.1127228
4253,1.3489138,1.1101123,1.5653656,1.1862752,1.1756566,1.1205277
4254,1.5449276,1.3938178,1.4475603,1.2590826,1.5906955,1.430249
4255,1.8464249,1.0394804,1.6213672,1.1485188,1.8734442,1.0078787
4256,1.7341527,0.7151827,1.6780062,0.8451733,1.655091,0.55208987
4257,1.4045026,1.6992328,1.4051929,1.5704356,1.5582594,1.7841929
4258,1.6468683,1.8545051,1.3435364,1.6895734,1.4636077,1.7365365
